,REF_DATE,GEO,Institution type,Credential type,Registration status,Sex,VALUE
1434427,2003/2004,Canada,College,"Total, credential type",Full-time student,Females,
1434553,2003/2004,Canada,College,Other type of credential associated with a program,"Total, registration status","Total, sex",
1434554,2003/2004,Canada,College,Other type of credential associated with a program,"Total, registration status",Males,
1434555,2003/2004,Canada,College,Other type of credential associated with a program,"Total, registration status",Females,
1434556,2003/2004,Canada,College,Other type of credential associated with a program,Full-time student,"Total, sex",
1434557,2003/2004,Canada,College,Other type of credential associated with a program,Full-time student,Males,
1434558,2003/2004,Canada,College,Other type of credential associated with a program,Full-time student,Females,
1434708,2003/2004,Canada,College,"Total, credential type","Total, registration status","Total, sex",36.0
1434709,2003/2004,Canada,College,"Total, credential type","Total, registration status",Males,0.0
1434710,2003/2004,Canada,College,"Total, credential type","Total, registration status",Females,33.0
1434711,2003/2004,Canada,College,"Total, credential type","Total, registration status",Sex unknown,
1434712,2003/2004,Canada,College,"Total, credential type",Full-time student,"Total, sex",3.0
1434713,2003/2004,Canada,College,"Total, credential type",Full-time student,Males,
1434714,2003/2004,Canada,College,"Total, credential type",Full-time student,Females,3.0
1434715,2003/2004,Canada,College,"Total, credential type",Part-time student,"Total, sex",33.0
1434716,2003/2004,Canada,College,"Total, credential type",Part-time student,Males,0.0
1434717,2003/2004,Canada,College,"Total, credential type",Part-time student,Females,30.0
1434718,2003/2004,Canada,College,"Total, credential type",Part-time student,Sex unknown,
1434865,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status","Total, sex",36.0
1434866,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status",Males,0.0
1434867,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status",Females,33.0
1434868,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status",Sex unknown,
1434869,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,"Total, sex",3.0
1434870,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,Males,
1434871,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,Females,3.0
1434872,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,"Total, sex",33.0
1434873,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,Males,0.0
1434874,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,Females,30.0
1434875,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,Sex unknown,
1435018,2003/2004,Canada,College,"Total, credential type","Total, registration status","Total, sex",15.0
1435019,2003/2004,Canada,College,"Total, credential type","Total, registration status",Males,6.0
1435020,2003/2004,Canada,College,"Total, credential type","Total, registration status",Females,9.0
1435021,2003/2004,Canada,College,"Total, credential type",Full-time student,"Total, sex",15.0
1435022,2003/2004,Canada,College,"Total, credential type",Full-time student,Males,6.0
1435023,2003/2004,Canada,College,"Total, credential type",Full-time student,Females,9.0
1435024,2003/2004,Canada,College,"Total, credential type",Part-time student,"Total, sex",
1435025,2003/2004,Canada,College,"Total, credential type",Part-time student,Males,
1435026,2003/2004,Canada,College,"Total, credential type",Part-time student,Females,
1435162,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status","Total, sex",15.0
1435163,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status",Males,6.0
1435164,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status",Females,9.0
1435165,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,"Total, sex",15.0
1435166,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,Males,6.0
1435167,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,Females,9.0
1435168,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,"Total, sex",
1435169,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,Males,
1435170,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,Females,
1435325,2003/2004,Canada,College,"Total, credential type","Total, registration status","Total, sex",
1435326,2003/2004,Canada,College,"Total, credential type","Total, registration status",Males,
1435327,2003/2004,Canada,College,"Total, credential type","Total, registration status",Females,
1435328,2003/2004,Canada,College,"Total, credential type","Total, registration status",Sex unknown,
1435329,2003/2004,Canada,College,"Total, credential type",Full-time student,"Total, sex",
1435330,2003/2004,Canada,College,"Total, credential type",Full-time student,Males,
1435331,2003/2004,Canada,College,"Total, credential type",Full-time student,Females,
1435332,2003/2004,Canada,College,"Total, credential type",Part-time student,"Total, sex",
1435333,2003/2004,Canada,College,"Total, credential type",Part-time student,Males,
1435334,2003/2004,Canada,College,"Total, credential type",Part-time student,Females,
1435335,2003/2004,Canada,College,"Total, credential type",Part-time student,Sex unknown,
1435479,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status","Total, sex",
1435480,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status",Males,
1435481,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status",Females,
1435482,2003/2004,Canada,College,"Not applicable, credential type","Total, registration status",Sex unknown,
1435483,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,"Total, sex",
1435484,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,Males,
1435485,2003/2004,Canada,College,"Not applicable, credential type",Full-time student,Females,
1435486,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,"Total, sex",
1435487,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,Males,
1435488,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,Females,
1435489,2003/2004,Canada,College,"Not applicable, credential type",Part-time student,Sex unknown,
1539794,2004/2005,Canada,"Total, institution type","Total, credential type","Total, registration status","Total, sex",62805.0
1539795,2004/2005,Canada,"Total, institution type","Total, credential type","Total, registration status",Males,46350.0
1539796,2004/2005,Canada,"Total, institution type","Total, credential type","Total, registration status",Females,16374.0
1539797,2004/2005,Canada,"Total, institution type","Total, credential type","Total, registration status",Sex unknown,78.0
1539798,2004/2005,Canada,"Total, institution type","Total, credential type",Full-time student,"Total, sex",49950.0
1539799,2004/2005,Canada,"Total, institution type","Total, credential type",Full-time student,Males,37443.0
1539800,2004/2005,Canada,"Total, institution type","Total, credential type",Full-time student,Females,12471.0
1539801,2004/2005,Canada,"Total, institution type","Total, credential type",Full-time student,Sex unknown,39.0
1539802,2004/2005,Canada,"Total, institution type","Total, credential type",Part-time student,"Total, sex",12855.0
1539803,2004/2005,Canada,"Total, institution type","Total, credential type",Part-time student,Males,8910.0
1539804,2004/2005,Canada,"Total, institution type","Total, credential type",Part-time student,Females,3906.0
1539805,2004/2005,Canada,"Total, institution type","Total, credential type",Part-time student,Sex unknown,42.0
1540015,2004/2005,Canada,"Total, institution type",Certificate,"Total, registration status","Total, sex",2982.0
1540016,2004/2005,Canada,"Total, institution type",Certificate,"Total, registration status",Males,2016.0
1540017,2004/2005,Canada,"Total, institution type",Certificate,"Total, registration status",Females,924.0
1540018,2004/2005,Canada,"Total, institution type",Certificate,"Total, registration status",Sex unknown,39.0
1540019,2004/2005,Canada,"Total, institution type",Certificate,Full-time student,"Total, sex",1026.0
1540020,2004/2005,Canada,"Total, institution type",Certificate,Full-time student,Males,765.0
1540021,2004/2005,Canada,"Total, institution type",Certificate,Full-time student,Females,261.0
1540022,2004/2005,Canada,"Total, institution type",Certificate,Full-time student,Sex unknown,
1540023,2004/2005,Canada,"Total, institution type",Certificate,Part-time student,"Total, sex",1956.0
1540024,2004/2005,Canada,"Total, institution type",Certificate,Part-time student,Males,1254.0
1540025,2004/2005,Canada,"Total, institution type",Certificate,Part-time student,Females,660.0
1540026,2004/2005,Canada,"Total, institution type",Certificate,Part-time student,Sex unknown,39.0
1540182,2004/2005,Canada,"Total, institution type",Diploma,"Total, registration status","Total, sex",9924.0
1540183,2004/2005,Canada,"Total, institution type",Diploma,"Total, registration status",Males,7593.0
1540184,2004/2005,Canada,"Total, institution type",Diploma,"Total, registration status",Females,2295.0
1540185,2004/2005,Canada,"Total, institution type",Diploma,"Total, registration status",Sex unknown,33.0
1540186,2004/2005,Canada,"Total, institution type",Diploma,Full-time student,"Total, sex",8325.0
1540187,2004/2005,Canada,"Total, institution type",Diploma,Full-time student,Males,6504.0
1540188,2004/2005,Canada,"Total, institution type",Diploma,Full-time student,Females,1785.0
1540189,2004/2005,Canada,"Total, institution type",Diploma,Full-time student,Sex unknown,33.0
1540190,2004/2005,Canada,"Total, institution type",Diploma,Part-time student,"Total, sex",1599.0
1540191,2004/2005,Canada,"Total, institution type",Diploma,Part-time student,Males,1089.0
1540192,2004/2005,Canada,"Total, institution type",Diploma,Part-time student,Females,510.0
1540193,2004/2005,Canada,"Total, institution type",Diploma,Part-time student,Sex unknown,
1540346,2004/2005,Canada,"Total, institution type",Degree (includes applied degree),"Total, registration status","Total, sex",37809.0
1540347,2004/2005,Canada,"Total, institution type",Degree (includes applied degree),"Total, registration status",Males,27582.0
1540348,2004/2005,Canada,"Total, institution type",Degree (includes applied degree),"Total, registration status",Females,10221.0
1540349,2004/2005,Canada,"Total, institution type",Degree (includes applied degree),"Total, registration status",Sex unknown,6.0
